timestamp_utc\tcontainer_id\tcontainer_status\tcr_projection\tteam_projection\thealth_8088_http
2026-09-01T23:34:29Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:34:34Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:34:40Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:34:45Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:34:50Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:34:55Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:35:00Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:35:06Z	absent	absent	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	not_checked
2026-09-01T23:35:54Z	09301cc4771ebc6ab43a32b35ccca69ce3307fd8c8310e410948744c64c22ba5	Up 3 seconds	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null}]	000curl_error
2026-09-01T23:36:16Z	09301cc4771ebc6ab43a32b35ccca69ce3307fd8c8310e410948744c64c22ba5	Up 25 seconds	[{"name":"native-m1-verify-worker","team":"native-m1-verify-team","role":"worker","runtime":"qwenpaw","image":"agentteams/qwenpaw-worker:be10aaf","phase":"Running","containerState":"running","matrixUserID":"@native-m1-verify-worker:matrix-native-m0-20260901.agentteams.local:28080","roomID":"!YJn4m2FIISa0gNTx9y:matrix-native-m0-20260901.agentteams.local:28080"}]	[{"name":"native-m1-verify-team","phase":"Active","status":null,"ready":null,"leaderReady":true,"readyWorkers":1,"totalWorkers":1,"memberCount":0}]	200
